Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Sales
FDQ12,12.65,Low Fat,0.0354658,Baking Goods,229.601,OUT049,1999,Medium,Tier 1,Supermarket Type1,2183.31
FDE33,19.35,Regular,0.0496356,Fruits and Vegetables,76.5644,OUT046,1997,Small,Tier 1,Supermarket Type1,1701.36
FDX27,20.7,Regular,0.114349,Dairy,95.0436,OUT045,2002,,Tier 2,Supermarket Type1,1761.99
FDM22,14,Regular,0.0421951,Snack Foods,51.564,OUT017,2007,,Tier 2,Supermarket Type1,1165.61
NCH30,,Low Fat,0.117578,Household,113.886,OUT019,1985,Small,Tier 1,Grocery Store,329.028
FDC04,15.6,Low Fat,0.0452401,Dairy,241.785,OUT017,2007,,Tier 2,Supermarket Type1,2627.9
FDO38,17.25,low fat,0.0728391,Canned,79.7986,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.81
FDV52,,Regular,0.120932,Frozen Foods,117.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,2075.81
FDB32,20.6,Low Fat,0.0234334,Fruits and Vegetables,94.5778,OUT013,1987,High,Tier 3,Supermarket Type1,2450.29
FDV43,16,Low Fat,0.0771687,Fruits and Vegetables,46.5086,OUT018,2009,Medium,Tier 3,Supermarket Type2,127.207
FDI24,10.3,Low Fat,0.0790646,Baking Goods,178.237,OUT018,2009,Medium,Tier 3,Supermarket Type2,3177.65
FDR40,9.1,Regular,0.00807983,Frozen Foods,81.7618,OUT017,2007,,Tier 2,Supermarket Type1,2220.15
FDW02,4.805,Regular,0.037758,Dairy,124.57,OUT049,1999,Medium,Tier 1,Supermarket Type1,3168.71
FDE44,14.65,LF,0.171655,Fruits and Vegetables,48.4692,OUT049,1999,Medium,Tier 1,Supermarket Type1,809.58
FDL38,13.8,Regular,0.0147331,Canned,89.4172,OUT046,1997,Small,Tier 1,Supermarket Type1,1955.58
NCT54,8.695,Low Fat,0,Household,96.0094,OUT010,1998,,Tier 3,Grocery Store,-1190.93
DRJ39,20.25,Low Fat,0.0608024,Dairy,219.748,OUT010,1998,,Tier 3,Grocery Store,2046.42
FDW55,12.6,Regular,0.0220041,Fruits and Vegetables,248.609,OUT049,1999,Medium,Tier 1,Supermarket Type1,4552.87
DRF13,,Low Fat,0.0521433,Soft Drinks,144.544,OUT019,1985,Small,Tier 1,Grocery Store,1119.07
NCW17,18,Low Fat,0.0194164,Health and Hygiene,129.599,OUT049,1999,Medium,Tier 1,Supermarket Type1,2919.37
FDP13,8.1,Regular,0.134298,Canned,40.448,OUT035,2004,Small,Tier 2,Supermarket Type1,771.029
FDS08,5.735,Low Fat,0.0571933,Fruits and Vegetables,174.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,1138.26
NCP17,19.35,Low Fat,0,Health and Hygiene,62.6168,OUT035,2004,Small,Tier 2,Supermarket Type1,1390.08
NCO53,16.2,low fat,0.175151,Health and Hygiene,182.161,OUT035,2004,Small,Tier 2,Supermarket Type1,3012.35
FDH19,19.35,low fat,0.0331556,Meat,173.974,OUT045,2002,,Tier 2,Supermarket Type1,2181.84
FDJ04,18,Low Fat,0.125156,Frozen Foods,119.812,OUT017,2007,,Tier 2,Supermarket Type1,1332.03
FDG10,6.63,Regular,0.0109563,Snack Foods,56.9588,OUT049,1999,Medium,Tier 1,Supermarket Type1,971.359
FDA40,16,Regular,0.16616,Frozen Foods,87.5856,OUT010,1998,,Tier 3,Grocery Store,-1097.06
FDI53,8.895,Regular,0.137924,Frozen Foods,161.924,OUT045,2002,,Tier 2,Supermarket Type1,1819.46
FDU09,7.71,Regular,0.11147,Snack Foods,56.0956,OUT010,1998,,Tier 3,Grocery Store,-711.105
FDK60,16.5,Regular,0.0940546,Baking Goods,98.3068,OUT045,2002,,Tier 2,Supermarket Type1,1736.64
FDR43,18.2,Low Fat,0.162403,Fruits and Vegetables,34.819,OUT017,2007,,Tier 2,Supermarket Type1,493.762
FDW22,9.695,Regular,0.0304617,Snack Foods,220.011,OUT017,2007,,Tier 2,Supermarket Type1,4160.4
DRP47,15.75,Low Fat,0.235341,Hard Drinks,252.138,OUT010,1998,,Tier 3,Grocery Store,1852.26
DRG48,5.78,Low Fat,0.0243622,Soft Drinks,145.81,OUT010,1998,,Tier 3,Grocery Store,453.946
FDA14,16.1,Low Fat,0.0651709,Dairy,146.176,OUT035,2004,Small,Tier 2,Supermarket Type1,1780.5
FDU49,19.5,reg,0.0306688,Canned,87.954,OUT013,1987,High,Tier 3,Supermarket Type1,1988.84
FDK28,5.695,Low Fat,0.0657229,Frozen Foods,256.965,OUT045,2002,,Tier 2,Supermarket Type1,6055.64
FDT19,7.59,Regular,0.145041,Fruits and Vegetables,173.608,OUT046,1997,Small,Tier 1,Supermarket Type1,3404.38
NCQ42,20.35,Low Fat,0.0393478,Household,125.268,OUT045,2002,,Tier 2,Supermarket Type1,2450.57
FDD03,13.3,Low Fat,0.0799681,Dairy,234.43,OUT045,2002,,Tier 2,Supermarket Type1,3342.8
NCM53,18.75,Low Fat,0.0519976,Health and Hygiene,108.328,OUT013,1987,High,Tier 3,Supermarket Type1,1631.34
NCX53,20.1,Low Fat,0.0149681,Health and Hygiene,140.815,OUT045,2002,,Tier 2,Supermarket Type1,3098.72
FDV14,,Low Fat,0.044282,Dairy,85.8856,OUT027,1985,Medium,Tier 3,Supermarket Type3,460.194
NCZ54,14.65,Low Fat,0.0838309,Household,161.455,OUT017,2007,,Tier 2,Supermarket Type1,3952.36
FDB39,11.6,Low Fat,0.0384869,Dairy,55.4272,OUT013,1987,High,Tier 3,Supermarket Type1,779.169
DRC24,17.85,Low Fat,0.0248213,Soft Drinks,153.5,OUT046,1997,Small,Tier 1,Supermarket Type1,3286.92
FDY36,12.3,Low Fat,0.0094027,Baking Goods,74.138,OUT013,1987,High,Tier 3,Supermarket Type1,1278.49
FDN01,8.895,Low Fat,0,Breakfast,176.637,OUT035,2004,Small,Tier 2,Supermarket Type1,1897.34
DRH25,18.7,Low Fat,0.014593,Soft Drinks,52.7324,OUT046,1997,Small,Tier 1,Supermarket Type1,1014.89
FDV08,7.35,Low Fat,0,Fruits and Vegetables,43.8454,OUT046,1997,Small,Tier 1,Supermarket Type1,539.248
NCP53,14.75,Low Fat,0.0329415,Health and Hygiene,238.891,OUT049,1999,Medium,Tier 1,Supermarket Type1,3569.72
FDU52,7.56,Low Fat,0,Frozen Foods,156.563,OUT010,1998,,Tier 3,Grocery Store,590.424
NCI42,18.75,Low Fat,0.0103866,Household,206.995,OUT045,2002,,Tier 2,Supermarket Type1,2579.36
FDZ14,7.71,Regular,0.0475797,Dairy,120.376,OUT035,2004,Small,Tier 2,Supermarket Type1,1911.96
FDF11,10.195,Regular,0.0176312,Starchy Foods,240.654,OUT046,1997,Small,Tier 1,Supermarket Type1,3267.9
FDQ13,11.1,Low Fat,0.010685,Canned,85.7908,OUT018,2009,Medium,Tier 3,Supermarket Type2,934.999
FDO32,6.36,Low Fat,0.201765,Fruits and Vegetables,46.606,OUT010,1998,,Tier 3,Grocery Store,-1039.51
DRJ37,10.8,Low Fat,0.0613503,Soft Drinks,153.302,OUT018,2009,Medium,Tier 3,Supermarket Type2,2408.52
FDY43,14.85,Low Fat,0.0984022,Fruits and Vegetables,168.147,OUT046,1997,Small,Tier 1,Supermarket Type1,936.493
NCT41,15.7,Low Fat,0.056307,Health and Hygiene,153.202,OUT017,2007,,Tier 2,Supermarket Type1,2003.86
NCV17,18.85,Low Fat,0,Health and Hygiene,132.563,OUT045,2002,,Tier 2,Supermarket Type1,2879.45
FDM04,,Regular,0.0468924,Frozen Foods,53.2666,OUT027,1985,Medium,Tier 3,Supermarket Type3,724.033
DRB48,16.75,Regular,0.0249547,Soft Drinks,38.3822,OUT018,2009,Medium,Tier 3,Supermarket Type2,486.873
FDM24,6.135,Regular,0.0792614,Baking Goods,152.837,OUT013,1987,High,Tier 3,Supermarket Type1,2281.44
FDT37,14.15,Low Fat,0.035325,Canned,254.101,OUT049,1999,Medium,Tier 1,Supermarket Type1,4512.33
NCO05,7.27,Low Fat,0.077931,Health and Hygiene,97.3384,OUT010,1998,,Tier 3,Grocery Store,16.4193
FDL13,13.85,Regular,0.0563186,Breakfast,234.03,OUT046,1997,Small,Tier 1,Supermarket Type1,3374.45
FDL15,17.85,Low Fat,0.0468985,Meat,152.868,OUT017,2007,,Tier 2,Supermarket Type1,1963.05
FDB11,16,Low Fat,0.0610959,Starchy Foods,223.44,OUT018,2009,Medium,Tier 3,Supermarket Type2,4093.6
FDL14,,reg,0.056306,Canned,156.197,OUT019,1985,Small,Tier 1,Grocery Store,877.17
FDY10,,Low Fat,0.0859115,Snack Foods,114.518,OUT019,1985,Small,Tier 1,Grocery Store,385.592
FDJ40,13.6,Regular,0.0496664,Frozen Foods,110.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,2114.76
NCW18,15.1,LF,0.0593248,Household,237.225,OUT046,1997,Small,Tier 1,Supermarket Type1,4303.1
NCY06,15.25,Low Fat,0.0611339,Household,129.097,OUT013,1987,High,Tier 3,Supermarket Type1,2653.87
DRE13,6.28,Low Fat,0.027818,Soft Drinks,85.8198,OUT018,2009,Medium,Tier 3,Supermarket Type2,925.214
FDA26,7.855,Regular,0.0740704,Dairy,217.248,OUT045,2002,,Tier 2,Supermarket Type1,4476.65
NCE19,8.97,Low Fat,0.155687,Household,52.8956,OUT010,1998,,Tier 3,Grocery Store,-1017.4
FDE33,19.35,Regular,0.0496262,Fruits and Vegetables,80.2644,OUT035,2004,Small,Tier 2,Supermarket Type1,1826.57
DRL59,,Low Fat,0.0211213,Hard Drinks,53.0298,OUT027,1985,Medium,Tier 3,Supermarket Type3,756.812
FDY07,11.8,Low Fat,0,Fruits and Vegetables,45.5402,OUT046,1997,Small,Tier 1,Supermarket Type1,996.662
FDF57,14.5,Regular,0.059067,Fruits and Vegetables,170.945,OUT018,2009,Medium,Tier 3,Supermarket Type2,2273.62
FDM58,16.85,Regular,0.0796753,Snack Foods,110.154,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.08
FDP26,,Low Fat,0,Dairy,103.631,OUT027,1985,Medium,Tier 3,Supermarket Type3,946.891
FDY32,7.605,Low Fat,0.129241,Fruits and Vegetables,165.021,OUT046,1997,Small,Tier 1,Supermarket Type1,3361.67
FDD51,11.15,Low Fat,0,Dairy,47.2744,OUT010,1998,,Tier 3,Grocery Store,-1708.44
FDU22,12.35,Low Fat,0.0936766,Snack Foods,119.412,OUT018,2009,Medium,Tier 3,Supermarket Type2,2519.06
FDZ49,11,Regular,0.133688,Canned,222.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,2134.92
NCI42,18.75,Low Fat,0.0104242,Household,208.095,OUT017,2007,,Tier 2,Supermarket Type1,2584.71
FDT04,,Low Fat,0.106523,Frozen Foods,38.1822,OUT027,1985,Medium,Tier 3,Supermarket Type3,600.242
NCU41,18.85,Low Fat,0.0521604,Health and Hygiene,190.485,OUT045,2002,,Tier 2,Supermarket Type1,3904.93
FDS56,5.785,Regular,0.0388355,Fruits and Vegetables,263.125,OUT045,2002,,Tier 2,Supermarket Type1,3984.82
NCN42,20.25,Low Fat,0.0143031,Household,147.642,OUT017,2007,,Tier 2,Supermarket Type1,2791.23
FDK34,13.35,Low Fat,0.0385267,Snack Foods,238.356,OUT046,1997,Small,Tier 1,Supermarket Type1,3033.28
FDB03,17.75,Regular,0.157719,Dairy,240.254,OUT017,2007,,Tier 2,Supermarket Type1,3711.4
DRJ25,14.6,Low Fat,0.150539,Soft Drinks,49.2692,OUT035,2004,Small,Tier 2,Supermarket Type1,1188.23
FDT25,,Low Fat,0.0505052,Canned,123.707,OUT027,1985,Medium,Tier 3,Supermarket Type3,2065.53
FDN20,19.35,LF,0.0261601,Fruits and Vegetables,168.347,OUT013,1987,High,Tier 3,Supermarket Type1,3045.58
FDP09,19.75,Low Fat,0.0338617,Snack Foods,213.29,OUT013,1987,High,Tier 3,Supermarket Type1,4038.79
FDM20,,Low Fat,0.0677338,Fruits and Vegetables,243.314,OUT019,1985,Small,Tier 1,Grocery Store,3891.2
NCG55,16.25,Low Fat,0.0391462,Household,114.318,OUT046,1997,Small,Tier 1,Supermarket Type1,2419.87
NCP14,8.275,Low Fat,0.110513,Household,104.431,OUT045,2002,,Tier 2,Supermarket Type1,2555.82
NCH06,12.3,Low Fat,0.0765544,Household,245.746,OUT046,1997,Small,Tier 1,Supermarket Type1,2614.05
FDV52,20.7,Regular,0.12142,Frozen Foods,117.547,OUT013,1987,High,Tier 3,Supermarket Type1,2532.76
NCL07,13.85,Low Fat,0.0313326,Others,40.548,OUT035,2004,Small,Tier 2,Supermarket Type1,589.956
DRJ11,,Low Fat,0.0846791,Hard Drinks,190.687,OUT027,1985,Medium,Tier 3,Supermarket Type3,3037.15
DRO59,11.8,Low Fat,0.0541092,Hard Drinks,74.7012,OUT013,1987,High,Tier 3,Supermarket Type1,1342.38
FDW15,15.35,Regular,0.0922489,Meat,147.673,OUT010,1998,,Tier 3,Grocery Store,510.308
NCQ30,7.725,LF,0.0290668,Household,121.041,OUT035,2004,Small,Tier 2,Supermarket Type1,1520.48
NCN54,,Low Fat,0.0373399,Household,75.2328,OUT019,1985,Small,Tier 1,Grocery Store,-963.756
FDY01,,Regular,0.169459,Canned,116.283,OUT027,1985,Medium,Tier 3,Supermarket Type3,1639.97
FDX39,14.3,Regular,0.0496668,Meat,212.959,OUT035,2004,Small,Tier 2,Supermarket Type1,4003.35
FDH53,,Regular,0.0191068,Frozen Foods,82.6592,OUT027,1985,Medium,Tier 3,Supermarket Type3,1115.11
FDA57,18.85,Low Fat,0.0396361,Snack Foods,41.648,OUT035,2004,Small,Tier 2,Supermarket Type1,903.023
NCC07,19.6,Low Fat,0.0400893,Household,106.796,OUT010,1998,,Tier 3,Grocery Store,-821.311
FDU28,19.2,Regular,0.0938402,Frozen Foods,188.021,OUT013,1987,High,Tier 3,Supermarket Type1,2542.45
FDK36,7.09,Low Fat,0.012077,Baking Goods,48.6034,OUT010,1998,,Tier 3,Grocery Store,-1189.84
FDR36,6.715,Regular,0.122082,Baking Goods,43.8454,OUT018,2009,Medium,Tier 3,Supermarket Type2,631.134
NCQ17,10.3,Low Fat,0.11691,Health and Hygiene,154.563,OUT035,2004,Small,Tier 2,Supermarket Type1,2660.71
FDS28,,Regular,0.144275,Frozen Foods,55.2588,OUT019,1985,Small,Tier 1,Grocery Store,-1017.91
FDE08,18.2,Low Fat,0.0494197,Fruits and Vegetables,148.273,OUT045,2002,,Tier 2,Supermarket Type1,2895.58
FDU22,12.35,Low Fat,0.0932966,Snack Foods,120.012,OUT046,1997,Small,Tier 1,Supermarket Type1,2848.65
FDG41,8.84,Regular,0.0767174,Frozen Foods,109.723,OUT045,2002,,Tier 2,Supermarket Type1,1590.53
FDO31,6.76,Regular,0.0485111,Fruits and Vegetables,77.996,OUT010,1998,,Tier 3,Grocery Store,-716.628
FDM21,,Low Fat,0.112693,Snack Foods,256.265,OUT019,1985,Small,Tier 1,Grocery Store,2276.18
FDU40,20.85,Low Fat,0.0376155,Frozen Foods,192.448,OUT017,2007,,Tier 2,Supermarket Type1,2600.51
FDV36,18.7,Low Fat,0.0264091,Baking Goods,126.102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2443.61
FDT10,,Regular,0.0617441,Snack Foods,59.2562,OUT027,1985,Medium,Tier 3,Supermarket Type3,574.205
FDX38,10.5,Regular,0.0483048,Dairy,47.8376,OUT045,2002,,Tier 2,Supermarket Type1,1062.52
NCU30,,low fat,0.0347058,Household,163.721,OUT027,1985,Medium,Tier 3,Supermarket Type3,2742.52
NCV06,11.3,Low Fat,0,Household,192.848,OUT049,1999,Medium,Tier 1,Supermarket Type1,2240.36
FDT16,9.895,Regular,0,Frozen Foods,261.828,OUT035,2004,Small,Tier 2,Supermarket Type1,5526.74
NCP41,,Low Fat,0.0161322,Health and Hygiene,108.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,1238.43
FDZ56,16.25,Low Fat,0.0258826,Fruits and Vegetables,168.747,OUT017,2007,,Tier 2,Supermarket Type1,3147.11
FDC22,6.89,Regular,0.136403,Snack Foods,191.882,OUT035,2004,Small,Tier 2,Supermarket Type1,2981.26
FDU10,10.1,Regular,0.0456834,Snack Foods,38.2848,OUT035,2004,Small,Tier 2,Supermarket Type1,893.144
FDS46,17.6,Regular,0.0473532,Snack Foods,117.278,OUT045,2002,,Tier 2,Supermarket Type1,2120.93
FDO08,11.1,Regular,0.053859,Fruits and Vegetables,166.053,OUT049,1999,Medium,Tier 1,Supermarket Type1,2067.8
NCV42,6.26,Low Fat,0.03155,Household,109.823,OUT018,2009,Medium,Tier 3,Supermarket Type2,1760.41
FDP33,18.7,Low Fat,0.0892554,Snack Foods,253.967,OUT035,2004,Small,Tier 2,Supermarket Type1,4077.52
FDJ12,8.895,Regular,0.0390411,Baking Goods,206.53,OUT046,1997,Small,Tier 1,Supermarket Type1,3521.13
FDH04,6.115,Regular,0.011396,Frozen Foods,89.0488,OUT045,2002,,Tier 2,Supermarket Type1,1538.11
NCU54,8.88,LF,0.0985403,Household,211.127,OUT013,1987,High,Tier 3,Supermarket Type1,4085.85
FDO36,19.7,Low Fat,0.130412,Baking Goods,180.566,OUT010,1998,,Tier 3,Grocery Store,1219.79
FDT37,,Low Fat,0.0350994,Canned,255.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,4196.07
FDD14,20.7,Low Fat,0.284225,Canned,186.127,OUT010,1998,,Tier 3,Grocery Store,992.042
FDA16,6.695,Low Fat,0.0339137,Frozen Foods,220.346,OUT013,1987,High,Tier 3,Supermarket Type1,3548.58
NCS42,,Low Fat,0.121539,Household,92.4146,OUT019,1985,Small,Tier 1,Grocery Store,338.202
FDP10,,Low Fat,0.224269,Snack Foods,104.462,OUT019,1985,Small,Tier 1,Grocery Store,-291.469
FDQ28,14,Regular,0.060521,Frozen Foods,152.966,OUT049,1999,Medium,Tier 1,Supermarket Type1,2297.4
FDK57,10.195,Low Fat,0,Snack Foods,119.744,OUT010,1998,,Tier 3,Grocery Store,-277.331
FDK02,12.5,Low Fat,0.112131,Canned,118.244,OUT013,1987,High,Tier 3,Supermarket Type1,2122.25
FDW47,15,Low Fat,0.0465641,Breads,121.041,OUT018,2009,Medium,Tier 3,Supermarket Type2,1651.99
NCC42,15,Low Fat,0.0450913,Health and Hygiene,139.484,OUT018,2009,Medium,Tier 3,Supermarket Type2,1594.81
FDQ37,20.75,Low Fat,0.0896243,Breakfast,193.948,OUT018,2009,Medium,Tier 3,Supermarket Type2,4147.08
FDL40,17.7,Low Fat,0.0116132,Frozen Foods,95.041,OUT046,1997,Small,Tier 1,Supermarket Type1,1510.49
DRE13,6.28,Low Fat,0.0463727,Soft Drinks,88.5198,OUT010,1998,,Tier 3,Grocery Store,-704.513
FDQ34,,Low Fat,0.161457,Snack Foods,104.462,OUT027,1985,Medium,Tier 3,Supermarket Type3,1045.78
NCB54,8.76,Low Fat,0.0500527,Health and Hygiene,128.434,OUT046,1997,Small,Tier 1,Supermarket Type1,2289.78
FDS48,15.15,Low Fat,0,Baking Goods,149.371,OUT049,1999,Medium,Tier 1,Supermarket Type1,2212.56
FDO15,16.75,Regular,0.00858392,Meat,72.1038,OUT045,2002,,Tier 2,Supermarket Type1,1155.95
NCT30,9.1,Low Fat,0.0802261,Household,45.7718,OUT013,1987,High,Tier 3,Supermarket Type1,978.928
FDU49,,Regular,0.0305457,Canned,85.454,OUT027,1985,Medium,Tier 3,Supermarket Type3,1582.64
FDE21,12.8,Low Fat,0.0229447,Fruits and Vegetables,115.049,OUT046,1997,Small,Tier 1,Supermarket Type1,1472.63
FDS49,,Low Fat,0.138924,Canned,78.4644,OUT019,1985,Small,Tier 1,Grocery Store,31.6388
FDT38,,Low Fat,0.0572588,Dairy,85.3566,OUT027,1985,Medium,Tier 3,Supermarket Type3,1037.48
FDZ01,8.975,Regular,0.00907722,Canned,102.099,OUT045,2002,,Tier 2,Supermarket Type1,1888.02
FDC41,15.6,Low Fat,0.116891,Frozen Foods,75.767,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.37
DRG13,17.25,LF,0.062242,Soft Drinks,162.753,OUT010,1998,,Tier 3,Grocery Store,1770.05
NCZ42,10.5,Low Fat,0.0113339,Household,236.825,OUT018,2009,Medium,Tier 3,Supermarket Type2,3909.36
NCM07,9.395,Low Fat,0.0400429,Others,84.9908,OUT045,2002,,Tier 2,Supermarket Type1,1342.27
NCV17,18.85,Low Fat,0.0161732,Health and Hygiene,131.163,OUT018,2009,Medium,Tier 3,Supermarket Type2,2515.45
DRK39,7.02,Low Fat,0,Dairy,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1726.78
FDS37,7.655,Low Fat,0.032075,Canned,114.549,OUT018,2009,Medium,Tier 3,Supermarket Type2,1449.66
FDV12,,Regular,0.106584,Baking Goods,96.7384,OUT019,1985,Small,Tier 1,Grocery Store,574.876
NCG19,20.25,Low Fat,0.148536,Household,235.962,OUT018,2009,Medium,Tier 3,Supermarket Type2,1986.11
FDS51,13.35,Low Fat,0.0321537,Meat,62.6194,OUT013,1987,High,Tier 3,Supermarket Type1,551.124
NCO14,9.6,Low Fat,0.0296439,Household,43.2086,OUT046,1997,Small,Tier 1,Supermarket Type1,844.162
FDC38,15.7,Low Fat,0.122494,Canned,133.994,OUT046,1997,Small,Tier 1,Supermarket Type1,2007.15
FDN15,17.5,Low Fat,0,Meat,140.418,OUT046,1997,Small,Tier 1,Supermarket Type1,1847.2
NCH42,6.86,Low Fat,0.0365069,Household,228.201,OUT013,1987,High,Tier 3,Supermarket Type1,3800.54
FDQ22,16.75,Low Fat,0.0297397,Snack Foods,37.7822,OUT046,1997,Small,Tier 1,Supermarket Type1,446.528
FDC05,13.1,Regular,0.0987024,Frozen Foods,195.277,OUT013,1987,High,Tier 3,Supermarket Type1,2483.02
FDZ31,15.35,Regular,0.113123,Fruits and Vegetables,191.95,OUT013,1987,High,Tier 3,Supermarket Type1,2616.6
DRJ23,18.35,Low Fat,0.0417337,Hard Drinks,190.187,OUT049,1999,Medium,Tier 1,Supermarket Type1,3299.23
FDC52,11.15,Regular,0,Dairy,151.271,OUT035,2004,Small,Tier 2,Supermarket Type1,2086.49
DRD12,6.96,Low Fat,0.129206,Soft Drinks,89.5146,OUT010,1998,,Tier 3,Grocery Store,-532.01
FDV55,17.75,Low Fat,0.0553849,Fruits and Vegetables,145.744,OUT017,2007,,Tier 2,Supermarket Type1,1925.95
FDD32,17.7,Regular,0.040932,Fruits and Vegetables,81.6276,OUT046,1997,Small,Tier 1,Supermarket Type1,1083.59
FDR01,5.405,reg,0.0537046,Canned,201.074,OUT049,1999,Medium,Tier 1,Supermarket Type1,2963.65
FDY08,,Regular,0.299531,Fruits and Vegetables,139.984,OUT019,1985,Small,Tier 1,Grocery Store,519.517
FDQ45,9.5,Regular,0,Snack Foods,184.961,OUT045,2002,,Tier 2,Supermarket Type1,2685.64
DRN11,,Low Fat,0.162191,Hard Drinks,144.744,OUT027,1985,Medium,Tier 3,Supermarket Type3,2099.23
NCS05,11.5,Low Fat,0.0210635,Health and Hygiene,134.494,OUT018,2009,Medium,Tier 3,Supermarket Type2,1754.16
FDY32,7.605,Low Fat,0.129217,Fruits and Vegetables,162.921,OUT035,2004,Small,Tier 2,Supermarket Type1,3463.5
NCD31,12.1,Low Fat,0.0154658,Household,165.053,OUT045,2002,,Tier 2,Supermarket Type1,3233.99
NCE06,5.825,Low Fat,0.0916275,Household,161.689,OUT049,1999,Medium,Tier 1,Supermarket Type1,1861.99
NCP14,8.275,Low Fat,0.11029,Household,102.831,OUT046,1997,Small,Tier 1,Supermarket Type1,2502.46
NCF18,,Low Fat,0.155797,Household,191.35,OUT019,1985,Small,Tier 1,Grocery Store,1948.67
FDF14,7.55,Low Fat,0.0272805,Canned,151.234,OUT018,2009,Medium,Tier 3,Supermarket Type2,2047.97
FDB22,8.02,Low Fat,0.112071,Snack Foods,155,OUT017,2007,,Tier 2,Supermarket Type1,2364.53
NCH54,13.5,Low Fat,0.0727821,Household,159.492,OUT049,1999,Medium,Tier 1,Supermarket Type1,2466.29
FDU27,18.6,Regular,0.171444,Meat,49.5376,OUT035,2004,Small,Tier 2,Supermarket Type1,1130.02
FDS58,,Regular,0.0209049,Snack Foods,158.958,OUT027,1985,Medium,Tier 3,Supermarket Type3,2970.48
NCU29,7.685,Low Fat,0.0254726,Health and Hygiene,144.576,OUT035,2004,Small,Tier 2,Supermarket Type1,3612.35
FDJ57,7.42,Regular,0.0215557,Seafood,186.058,OUT013,1987,High,Tier 3,Supermarket Type1,3953.34
FDL56,14.1,Low Fat,0.125976,Fruits and Vegetables,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1203.84
FDH60,19.7,Regular,0.0807218,Baking Goods,195.611,OUT035,2004,Small,Tier 2,Supermarket Type1,3304.11
FDN24,14.1,Low Fat,0.113729,Baking Goods,53.7956,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.864
FDD02,16.6,Low Fat,0,Canned,120.312,OUT017,2007,,Tier 2,Supermarket Type1,2392.5
FDP15,15.2,Low Fat,0.0844174,Meat,258.233,OUT017,2007,,Tier 2,Supermarket Type1,3489.69
FDB28,,LF,0.0929332,Dairy,197.643,OUT027,1985,Medium,Tier 3,Supermarket Type3,2345.53
DRC49,8.67,Low Fat,0.0655693,Soft Drinks,144.613,OUT045,2002,,Tier 2,Supermarket Type1,2227.91
NCG30,20.2,Low Fat,0.112779,Household,123.505,OUT018,2009,Medium,Tier 3,Supermarket Type2,1644.55
FDJ14,10.3,reg,0.0501483,Canned,79.396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1502.71
FDL52,6.635,Regular,0.0461837,Frozen Foods,37.0506,OUT045,2002,,Tier 2,Supermarket Type1,1023.56
NCG19,,Low Fat,0.147217,Household,234.162,OUT027,1985,Medium,Tier 3,Supermarket Type3,1873.87
NCN41,17,Low Fat,0.0521994,Health and Hygiene,123.673,OUT035,2004,Small,Tier 2,Supermarket Type1,1987.03
FDW22,9.695,Regular,0.0302652,Snack Foods,223.411,OUT013,1987,High,Tier 3,Supermarket Type1,4139.76
FDI02,15.7,Regular,0.11447,Canned,112.12,OUT013,1987,High,Tier 3,Supermarket Type1,1931.38
FDV51,16.35,Low Fat,0.0326049,Meat,165.084,OUT045,2002,,Tier 2,Supermarket Type1,2242.94
FDV48,9.195,Regular,0.0516169,Baking Goods,79.6644,OUT046,1997,Small,Tier 1,Supermarket Type1,1347.22
NCL17,,Low Fat,0.118674,Health and Hygiene,141.281,OUT019,1985,Small,Tier 1,Grocery Store,1271.62
FDP46,15.35,LF,0,Snack Foods,89.383,OUT045,2002,,Tier 2,Supermarket Type1,1868.16
FDU10,10.1,Regular,0.0457847,Snack Foods,35.7848,OUT045,2002,,Tier 2,Supermarket Type1,819.562
FDT37,14.15,Low Fat,0.059035,Canned,256.401,OUT010,1998,,Tier 3,Grocery Store,2535.24
FDI27,8.71,Regular,0.0459776,Dairy,46.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,576.144
FDN51,17.85,Regular,0.0209468,Meat,261.394,OUT046,1997,Small,Tier 1,Supermarket Type1,4886.72
FDW07,18,Regular,0.142662,Fruits and Vegetables,87.3514,OUT035,2004,Small,Tier 2,Supermarket Type1,1317.85
FDN45,19.35,Low Fat,0.118286,Snack Foods,223.709,OUT049,1999,Medium,Tier 1,Supermarket Type1,3272.34
DRN37,,Low Fat,0,Soft Drinks,166.016,OUT027,1985,Medium,Tier 3,Supermarket Type3,1870.53
